time DEVICE_CURRENT_L01_RX1 DEVICE_CURRENT_L01_RX2 DEVICE_CURRENT_L01_RX3 DEVICE_CURRENT_L02_TX1 PHASE_B01 PHASE_B02 PHASE_B03 PHASE_B04 PHASE_B05 PHASE_B06 PHASE_B07 PHASE_B08 PHASE_B09 PHASE_B10 PHASE_B11 PHASE_B14
1.5224999999999999e-10 5.2568910211131110e-06 -1.9272450429421243e-06 -8.5632499426387439e-06 1.2210585863459713e-08 6.7182258238929480e+00 4.3233045104699713e-01 -1.2689571534203495e+01 1.8974442452503666e+01 6.2936014766584609e+00 -9.3295888412846060e-03 4.0593802726344663e-01 1.9451623765251284e+01 2.8394849712339654e-01 7.0698280932674624e+00 7.6453281184592770e-01 2.0096777828816975e+01
1.5249999999999999e-10 5.5972924747661584e-06 -2.0154280751478946e-06 -8.0945768454992295e-06 8.0618039291964842e-08 6.7200244529659896e+00 4.3387770959866223e-01 -1.2692845653076470e+01 1.8977983549530926e+01 6.2947488889455130e+00 -1.0301236401535106e-02 4.0912721082916803e-01 1.9455864787774345e+01 2.8331139964350643e-01 7.0714811600968970e+00 7.6409122730203294e-01 2.0091584627061501e+01
1.5274999999999999e-10 5.6862117153801858e-06 -2.0407281801221319e-06 -6.5369512467304302e-06 6.8571472119170869e-08 6.7208127906192576e+00 4.3446400211260816e-01 -1.2694953525611714e+01 1.8980414410063428e+01 6.2957999674083602e+00 -1.1211944009916338e-02 4.1127660184958675e-01 1.9455814632937759e+01 2.8345745098776282e-01 7.0730420642841860e+00 7.6381839707695842e-01 2.0093572428073980e+01
1.5299999999999999e-10 5.7655978396269821e-06 -1.9907159805529090e-06 -5.6902425960066120e-06 8.2838521697960324e-08 6.7202460808311475e+00 4.3366078033293332e-01 -1.2694563808822554e+01 1.8980290726592536e+01 6.2961466053690014e+00 -1.1455337827860913e-02 4.1093226348270956e-01 1.9453249584931875e+01 2.8436538230583164e-01 7.0744374734746360e+00 7.6364108188137336e-01 2.0100293221247366e+01
1.5324999999999999e-10 6.1708221087795562e-06 -1.7547786876643673e-06 -6.6454736381960860e-06 1.2136929507980429e-07 6.7187799511443886e+00 4.3190469340157950e-01 -1.2691994758711134e+01 1.8977875336907431e+01 6.2957073612884376e+00 -1.0933003593372905e-02 4.0847892710478939e-01 1.9450806426681353e+01 2.8545874385732761e-01 7.0756417170711838e+00 7.6349265394113219e-01 2.0105151056808516e+01
1.5349999999999999e-10 6.9367110813877495e-06 -1.2941885300425606e-06 -8.4786688739297651e-06 2.2821830195396455e-08 6.7175790320797741e+00 4.3042642900792816e-01 -1.2689170304293922e+01 1.8975135249380777e+01 6.2949369718817589e+00 -1.0075930999182033e-02 4.0579398854789694e-01 1.9449614666904051e+01 2.8599223132014956e-01 7.0767211091140192e+00 7.6341321112124849e-01 2.0104448830977073e+01
1.5374999999999999e-10 7.8059561742593995e-06 -6.1889204314133608e-07 -9.3090317403375753e-06 -4.0977645322212121e-08 6.7176187975327162e+00 4.3028285136453315e-01 -1.2688042996987035e+01 1.8974104032080003e+01 6.2944494536816622e+00 -9.4859831099434657e-03 4.0481015099297052e-01 1.9449226680281246e+01 2.8557864274713568e-01 7.0778719751039096e+00 7.6360263782928184e-01 2.0100147676210884e+01
1.5399999999999999e-10 8.6214414016180299e-06 2.3424364714870469e-07 -8.3916897172494473e-06 -1.6508810728890141e-07 6.7188388705581588e+00 4.3142705934783343e-01 -1.2688969202411496e+01 1.8975169806404224e+01 6.2945697611887210e+00 -9.4974883946084797e-03 4.0611375491846458e-01 1.9449162645434178e+01 2.8447800055589306e-01 7.0794128607597102e+00 7.6438028176144979e-01 2.0096634258346068e+01
1.5424999999999998e-10 9.4205817871405983e-06 1.0915373344192999e-06 -6.8301654160773038e-06 -3.6317105153412515e-07 6.7202845161281370e+00 4.3283794062677527e-01 -1.2690635520188390e+01 1.8976978935223457e+01 6.2951492306650065e+00 -9.9851493078496924e-03 4.0861877253573287e-01 1.9449759266318736e+01 2.8343642120255402e-01 7.0816881277073183e+00 7.6605136047884848e-01 2.0096058946297195e+01
1.5450000000000001e-10 1.0298228006502151e-05 1.8670584909418554e-06 -6.0179199116740649e-06 -5.9724917248714288e-07 6.7211034227519608e+00 4.3358313602586945e-01 -1.2691497110525560e+01 1.8977930115911629e+01 6.2957506980089990e+00 -1.0529877130453467e-02 4.1049498536980544e-01 1.9451383374736423e+01 2.8318486434323187e-01 7.0849019002668312e+00 7.6873697975549993e-01 2.0097241527833816e+01
1.5475000000000001e-10 1.0952290980270115e-05 2.4058806733468894e-06 -6.2308771360424414e-06 -8.0178377762291503e-07 6.7213127175726033e+00 4.3365892115877136e-01 -1.2691155487685297e+01 1.8977618758089470e+01 6.2960217118806847e+00 -1.0776944051990317e-02 4.1057945725109929e-01 1.9453377765239921e+01 2.8395091143266471e-01 7.0889649401201753e+00 7.7225662948868579e-01 2.0098366149678629e+01
1.5500000000000001e-10 1.1161770937438348e-05 2.6971359745907706e-06 -6.4920079084535168e-06 -9.1844255840609795e-07 6.7215584770858259e+00 4.3375792274683755e-01 -1.2690359402567324e+01 1.8976844372529698e+01 6.2959491989387502e+00 -1.0692012636338788e-02 4.0918189751509987e-01 1.9454409665296769e+01 2.8532153385691189e-01 7.0934400435686751e+00 7.7612572334234076e-01 2.0099637906616227e+01
1.5525000000000001e-10 1.0993991095782061e-05 2.7762305838150573e-06 -5.8919704009664340e-06 -1.0295658213202871e-06 6.7222700871806271e+00 4.3436681040603314e-01 -1.2689932713737479e+01 1.8976483506316502e+01 6.2958112391297032e+00 -1.0528775933493502e-02 4.0771822374193389e-01 1.9453979938461050e+01 2.8653876725553168e-01 7.0976261590577128e+00 7.7967755051620402e-01 2.0102898309716380e+01
1.5550000000000001e-10 1.0628889681927932e-05 2.6589042937725765e-06 -4.5412700006392986e-06 -1.1317673175272039e-06 6.7232448966589953e+00 4.3529364326816927e-01 -1.2689996796265845e+01 1.8976657856737255e+01 6.2959002726638724e+00 -1.0569091493816055e-02 4.0753597145059595e-01 1.9453250343784866e+01 2.8700728584375496e-01 7.1007498297777740e+00 7.8226096731162764e-01 2.0109116015595927e+01
1.5575000000000000e-10 1.0201442868847993e-05 2.4148176567148850e-06 -3.2473114497579316e-06 -1.1637969575583883e-06 6.7240729152253351e+00 4.3609255203259062e-01 -1.2690250836069273e+01 1.8977016300931549e+01 6.2962711861656100e+00 -1.0876432520018343e-02 4.0889460298115521e-01 1.9454059645853725e+01 2.8665904800467407e-01 7.1021954878532290e+00 7.8343961571563747e-01 2.0116924626310261e+01
1.5600000000000000e-10 9.7016267201329612e-06 2.1102114620531564e-06 -2.6410202334563943e-06 -1.1549459402551635e-06 6.7247514458940376e+00 4.3672944097292343e-01 -1.2690702031707273e+01 1.8977515572248702e+01 6.2967233567246774e+00 -1.1270086782855930e-02 4.1087525218412585e-01 1.9457117756988431e+01 2.8594111720928705e-01 7.1017099287921317e+00 7.8312941195479469e-01 2.0123812558379448e+01
1.5625000000000000e-10 9.1050001650955222e-06 1.8183758160860299e-06 -2.6523789030418608e-06 -1.1259915811608945e-06 6.7256516242346214e+00 4.3759263104115109e-01 -1.2691786778687785e+01 1.8978584583698719e+01 6.2970067206311962e+00 -1.1518827860208433e-02 4.1220349327746464e-01 1.9461321908749408e+01 2.8546737032655484e-01 7.0995108457004497e+00 7.8162830983104781e-01 2.0128463460719431e+01
1.5650000000000000e-10 8.4972306690043240e-06 1.6109114936186233e-06 -2.7794728294121258e-06 -1.0243783055632528e-06 6.7268743366852366e+00 4.3883939370411146e-01 -1.2693725877623498e+01 1.8980473134933003e+01 6.2970468492780380e+00 -1.1558712519331856e-02 4.1224730988131181e-01 1.9464849948998847e+01 2.8559878979638526e-01 7.0962373610569909e+00 7.7952328721205844e-01 2.0131661631899018e+01
1.5675000000000000e-10 8.0448072713460463e-06 1.5327787248527291e-06 -2.6625304803852398e-06 -8.2246115952316872e-07 6.7278552540709660e+00 4.3994906515593629e-01 -1.2695989871156426e+01 1.8982674833100464e+01 6.2969841113713221e+00 -1.1532566105397704e-02 4.1138583870650186e-01 1.9466749660817758e+01 2.8623756669421124e-01 7.0927390574235076e+00 7.7750243839244026e-01 2.0134972764806317e+01
1.5700000000000000e-10 7.8155292745772318e-06 1.5673776626258353e-06 -2.3383333586125473e-06 -5.9420938625717860e-07 6.7278187816578345e+00 4.4013528410331904e-01 -1.2697629374639964e+01 1.8984229202922830e+01 6.2970073764595007e+00 -1.1626955402861450e-02 4.1053876766670883e-01 1.9467387057272848e+01 2.8694352549250651e-01 7.0897890007915141e+00 7.7614020145151219e-01 2.0138819682947258e+01
1.5725000000000000e-10 7.6584025698290891e-06 1.6172532436248478e-06 -2.0476068090296717e-06 -4.1048214924295437e-07 6.7266464155559769e+00 4.3922170306719421e-01 -1.2698149843192180e+01 1.8984613157325459e+01 6.2971550239409426e+00 -1.1874197945374277e-02 4.1035226470855118e-01 1.9467573081462945e+01 2.8725423109841181e-01 7.0878528902869258e+00 7.7573705994883957e-01 2.0142030825120088e+01
1.5750000000000000e-10 7.3479914620193847e-06 1.5847285266624386e-06 -1.8729526583349993e-06 -4.1587517047927294e-07 6.7251672875249229e+00 4.3797758580426938e-01 -1.2697933579314046e+01 1.8984204761000022e+01 6.2972774227855384e+00 -1.2113330203193648e-02 4.1075375798508174e-01 1.9467617444205789e+01 2.8697644095925229e-01 7.0870027489222842e+00 7.7626558343080732e-01 2.0143219759752334e+01
1.5775000000000000e-10 6.7261597766994610e-06 1.3723488487234730e-06 -1.7227794085302044e-06 -5.0052072565147042e-07 6.7244788025629019e+00 4.3747639071353661e-01 -1.2697746353379285e+01 1.8983809852075836e+01 6.2971934485787378e+00 -1.2146591977208068e-02 4.1118253400195021e-01 1.9467365810088225e+01 2.8627368977030104e-01 7.0869636158960896e+00 7.7741722894368870e-01 2.0142448892449298e+01
1.5800000000000000e-10 5.9190408813799205e-06 1.0400105596938791e-06 -1.2988119713619360e-06 -6.9352198681418007e-07 6.7249762521944030e+00 4.3812527786730399e-01 -1.2697934482279347e+01 1.8983833835882166e+01 6.2968877464665463e+00 -1.1941156499723738e-02 4.1119086252174120e-01 1.9466912815706813e+01 2.8553319332800847e-01 7.0872208835151911e+00 7.7870644462921490e-01 2.0141469952910477e+01
1.5825000000000000e-10 5.1097489948840847e-06 6.5824793125613008e-07 -6.8181612428348024e-07 -8.7773581648820881e-07 6.7260852582228479e+00 4.3936986675247841e-01 -1.2698233234868461e+01 1.8984042784991647e+01 6.2965592174545977e+00 -1.1684940828902434e-02 4.1084085350848276e-01 1.9466896309421927e+01 2.8513145798278067e-01 7.0871419318754860e+00 7.7959575345248466e-01 2.0142362888934453e+01
1.5850000000000000e-10 4.4631657742835617e-06 3.5739974083862055e-07 -4.1592686684749115e-07 -8.0048827851132154e-07 6.7269136011658999e+00 4.4032556882845569e-01 -1.2698331047771848e+01 1.8984103124351865e+01 6.2964710665750987e+00 -1.1641960976159433e-02 4.1058270437388389e-01 1.9467930642085715e+01 2.8524726656554356e-01 7.0861252521331304e+00 7.7963323598073686e-01 2.0145890298344582e+01
1.5874999999999999e-10 4.0016557960511501e-06 2.2737566074405155e-07 -4.9864383446809058e-07 -6.2452365043068898e-07 6.7270758246770601e+00 4.4060870595507029e-01 -1.2698433449336369e+01 1.8984164993425757e+01 6.2967323686520835e+00 -1.1933634843730966e-02 4.1079359635390506e-01 1.9469888793512869e+01 2.8580482067327556e-01 7.0838014689173852e+00 7.7860407727594194e-01 2.0150989083191071e+01
1.5899999999999999e-10 3.6071528973783142e-06 2.2711889915903209e-07 -6.4570847125069712e-07 -3.2407726806427214e-07 6.7268554762831974e+00 4.4051834053156957e-01 -1.2699111842000848e+01 1.8984753566963700e+01 6.2971977455130110e+00 -1.2433227441894555e-02 4.1142453925553357e-01 1.9471942378409043e+01 2.8653918502309284e-01 7.0802345986104527e+00 7.7665749127313122e-01 2.0155687139962136e+01
1.5924999999999999e-10 3.2527812787727241e-06 3.2533896580429868e-07 -9.4126142098700304e-07 4.8648061338341581e-09 6.7266729250578123e+00 4.4050798888689680e-01 -1.2700610664261852e+01 1.8986102942822601e+01 6.2975652099642874e+00 -1.2856933441613438e-02 4.1204786838545510e-01 1.9473331122832935e+01 2.8712309792351176e-01 7.0759930493066809e+00 7.7432588980130446e-01 2.0158516500154285e+01
1.5949999999999999e-10 2.9030935584654640e-06 4.0791060740450994e-07 -1.1346695901239507e-06 1.4785441120813469e-07 6.7265592823216203e+00 4.4063747533065556e-01 -1.2702440106411302e+01 1.8987741469240603e+01 6.2975879527545215e+00 -1.2970262482041882e-02 4.1221856386055050e-01 1.9473969358380089e+01 2.8729544476439084e-01 7.0719821002172534e+00 7.7236878433634915e-01 2.0159272155210648e+01
1.5974999999999999e-10 2.5717615079176648e-06 4.2244476855391312e-07 -8.2863268571688144e-07 6.9697736876305455e-08 6.7262127173401884e+00 4.4060099172879741e-01 -1.2703747580717737e+01 1.8988837856076390e+01 6.2972356643966343e+00 -1.2745958906482155e-02 4.1181558169577770e-01 1.9474247639712328e+01 2.8695599322816767e-01 7.0690628018569326e+00 7.7146139162191985e-01 2.0158747655429789e+01
1.5999999999999999e-10 2.2130126542593291e-06 3.4014803655453591e-07 -3.6586728242109911e-07 -1.4203036933225772e-07 6.7254762562022323e+00 4.4019924681968742e-01 -1.2704070768839724e+01 1.8988939918421625e+01 6.2966973686710208e+00 -1.2365095131825384e-02 4.1109769808772578e-01 1.9474382552975044e+01 2.8620720835792990e-01 7.0676429976248798e+00 7.7186637863464425e-01 2.0157948944785193e+01
1.6024999999999999e-10 1.7632062479954755e-06 1.7557161262611106e-07 -1.6228578126312224e-07 -3.6894710235016077e-07 6.7246194400431447e+00 4.3964597032243274e-01 -1.2703674339981388e+01 1.8988318865873904e+01 6.2962451173202698e+00 -1.2081377719169827e-02 4.1047745782320971e-01 1.9474168566219468e+01 2.8532808282077060e-01 7.0674736164615286e+00 7.7327405258504611e-01 2.0157517331825883e+01
1.6049999999999999e-10 1.2122295322149291e-06 -3.0037345296558411e-08 -1.9399896666876856e-07 -4.7703237674165048e-07 6.7241036354896666e+00 4.3936782325818174e-01 -1.2703179423244102e+01 1.8987612703497636e+01 6.2960682245946096e+00 -1.2059934001016487e-02 4.1023073149031136e-01 1.9473419071651815e+01 2.8467400878430082e-01 7.0677725994894667e+00 7.7492173776988993e-01 2.0157662365749811e+01
1.6074999999999999e-10 6.4684298993411045e-07 -2.2024791577302412e-07 -2.8195079134455544e-07 -3.8954304106591811e-07 6.7241332241693490e+00 4.3957148402546692e-01 -1.2702968744487498e+01 1.8987230201145820e+01 6.2961845572506734e+00 -1.2297201273591348e-02 4.1036177287664627e-01 1.9472489160003313e+01 2.8452649106405137e-01 7.0676097681327850e+00 7.7594837805146932e-01 2.0158358521450754e+01
1.6099999999999999e-10 1.9815718041151082e-07 -3.4301507542662200e-07 -3.4380451667018323e-07 -1.4406895543054321e-07 6.7245003404929804e+00 4.4007626008644757e-01 -1.2703006701677419e+01 1.8987152045361526e+01 6.2964638677397842e+00 -1.2653667941948776e-02 4.1068032458166409e-01 1.9472152697718936e+01 2.8495430618431217e-01 7.0663452427067579e+00 7.7580277485148552e-01 2.0159467384591316e+01
1.6124999999999999e-10 -5.4322846975098360e-08 -3.6855157339848505e-07 -3.6693632244843642e-07 1.4132196126266215e-07 6.7248412620493587e+00 4.4054617924097672e-01 -1.2703149462649407e+01 1.8987223110969015e+01 6.2967236035056908e+00 -1.2954561682582381e-02 4.1098055484461343e-01 1.9472887182900919e+01 2.8576100236104879e-01 7.0639045555116926e+00 7.7449384614390449e-01 2.0160736975337567e+01
1.6149999999999999e-10 -1.3988839716827606e-07 -3.0369608936294150e-07 -3.4328299359382223e-07 3.4149603895844812e-07 6.7249587784453055e+00 4.4079837631991203e-01 -1.2703457749263467e+01 1.8987468305130012e+01 6.2968273894805966e+00 -1.3085068564976021e-02 4.1116607867487009e-01 1.9474347182203289e+01 2.8656106057826092e-01 7.0607769841477541e+00 7.7256130299634629e-01 2.0161831780222059e+01
1.6174999999999998e-10 -1.6821414980353310e-07 -1.9377801313444213e-07 -2.8698525856840491e-07 3.8282540861962161e-07 6.7248651021987689e+00 4.4084939875262574e-01 -1.2704106969944853e+01 1.8988026406471857e+01 6.2967348201995899e+00 -1.3029926822159385e-02 4.1124561850533320e-01 1.9475623894746953e+01 2.8695951238684808e-01 7.0577633401871074e+00 7.7079540025520832e-01 2.0162480240192849e+01
1.6200000000000001e-10 -2.4696493333345933e-07 -1.0767599583144750e-07 -2.4354542524664181e-07 2.7316661576110003e-07 6.7245950659552927e+00 4.4073742874641381e-01 -1.2705046726393098e+01 1.8988833927924411e+01 6.2964926976945348e+00 -1.2853057573761173e-02 4.1124314074305440e-01 1.9476029635418879e+01 2.8674700360979005e-01 7.0556047253309364e+00 7.6985812586635083e-01 2.0162648961481523e+01
1.6225000000000001e-10 -4.1104020150552493e-07 -1.0043667299168351e-07 -2.2433508279312529e-07 9.0963051532567630e-08 6.7241059341514289e+00 4.4042236522367822e-01 -1.2705886230624587e+01 1.8989515698311205e+01 6.2961922665960515e+00 -1.2647874419542984e-02 4.1112893696161568e-01 1.9475608255994196e+01 2.8600632770184220e-01 7.0546620944067175e+00 7.6999447398577470e-01 2.0162575291343302e+01
1.6250000000000001e-10 -6.4080096400571818e-07 -2.0065133792164778e-07 -2.0363155187652668e-07 -5.2093365341924241e-08 6.7234102038329260e+00 4.3990967567978850e-01 -1.2706200281083188e+01 1.8989675443039928e+01 6.2959265443340939e+00 -1.2495161647545185e-02 4.1084487808792097e-01 1.9474926453647392e+01 2.8507130584000956e-01 7.0547837967520168e+00 7.7096135685360034e-01 2.0162591957578570e+01
1.6275000000000001e-10 -8.6135800873999748e-07 -3.5444009846171075e-07 -1.3108292280518604e-07 -8.6084999121680203e-08 6.7227366656501122e+00 4.3940617375365298e-01 -1.2705933394322617e+01 1.8989280004978124e+01 6.2957667854061041e+00 -1.2446012824615708e-02 4.1040203496866434e-01 1.9474479835705456e+01 2.8435946609027735e-01 7.0554115046674051e+00 7.7218571794749646e-01 2.0162871230440821e+01
1.6300000000000001e-10 -1.0705310636586195e-06 -5.3050138962512292e-07 -6.0078345402384958e-08 1.2911118342678640e-08 6.7224444439251529e+00 4.3924302385008646e-01 -1.2705452962986065e+01 1.8988704276023050e+01 6.2957536138403922e+00 -1.2521455641344464e-02 4.0995130696929072e-01 1.9474364058933702e+01 2.8416812382809553e-01 7.0558632249704845e+00 7.7305265789448252e-01 2.0163310190856539e+01
1.6325000000000000e-10 -1.2065136532749637e-06 -6.2178992989397775e-07 -1.3821169666863396e-08 1.8989745907970728e-07 6.7227150380069540e+00 4.3958638408574841e-01 -1.2705197799462994e+01 1.8988384913528382e+01 6.2958877807727545e+00 -1.2710200914593061e-02 4.0973591488758115e-01 1.9474441360730349e+01 2.8453943497332190e-01 7.0556495885742239e+00 7.7317618052797377e-01 2.0163662868438315e+01
1.6350000000000000e-10 -1.2905182184964566e-06 -6.3534380693653803e-07 -1.9677412983565222e-08 3.5574803967101455e-07 6.7233438104483731e+00 4.4024106828136234e-01 -1.2705306175483148e+01 1.8988456062277336e+01 6.2961171873864590e+00 -1.2959325806345276e-02 4.0993108957275820e-01 1.9474652010606320e+01 2.8525736793866757e-01 7.0546705909006873e+00 7.7253439469751028e-01 2.0163796210538084e+01
1.6375000000000000e-10 -1.3157006428841952e-06 -5.8682921446588244e-07 -3.3615423966888162e-08 4.5072520340435556e-07 6.7238770099175618e+00 4.4078186607956582e-01 -1.2705592586485370e+01 1.8988726807629085e+01 6.2963374201277347e+00 -1.3174616882086184e-02 4.1048588807518516e-01 1.9475051749961036e+01 2.8596678029753880e-01 7.0532073701405125e+00 7.7142775096522598e-01 2.0163825282398030e+01
1.6400000000000000e-10 -1.3101048471543072e-06 -4.9713168557289595e-07 6.1324710477328075e-09 4.4015371959426378e-07 6.7239752294460597e+00 4.4089807027320782e-01 -1.2705831250258326e+01 1.8988960220927623e+01 6.2964267988724023e+00 -1.3251714578550601e-02 4.1110617772683827e-01 1.9475593172212090e+01 2.8634531436812077e-01 7.0517371736354493e+00 7.7030865191378373e-01 2.0164003390107524e+01
1.6425000000000000e-10 -1.2928331555977044e-06 -4.6319565935368056e-07 6.2461254687294088e-08 3.4908841064360704e-07 6.7236493919564966e+00 4.4061320000636534e-01 -1.2705991600884609e+01 1.8989108518497943e+01 6.2963118841705539e+00 -1.3134963100283304e-02 4.1142094093481663e-01 1.9476015754400194e+01 2.8624264663343429e-01 7.0506865958165674e+00 7.6957590767926953e-01 2.0164479526241117e+01
1.6450000000000000e-10 -1.1945765813526645e-06 -4.6520245443455624e-07 1.1917955982089194e-07 2.3006437672898538e-07 6.7231679929095298e+00 4.4019033728704154e-01 -1.2706188482878973e+01 1.8989271694035594e+01 6.2960243459659972e+00 -1.2867135563602096e-02 4.1122649818611667e-01 1.9476050246735767e+01 2.8572943564770875e-01 7.0502573710603214e+00 7.6942269746491210e-01 2.0165155528466272e+01
1.6475000000000000e-10 -1.3460759663694090e-06 -5.2174365131172715e-07 1.2645753720256345e-07 1.6833549568592477e-07 6.7227818806878092e+00 4.3986746603726501e-01 -1.2706469190274582e+01 1.8989495455720483e+01 6.2957007567194880e+00 -1.2584812982612076e-02 4.1062928478601229e-01 1.9475716842990050e+01 2.8504708160795311e-01 7.0503833048996425e+00 7.6979058141621604e-01 2.0165769830461514e+01
1.6500000000000000e-10 -1.5923984384885089e-06 -5.8292908840335510e-07 1.3145082282397665e-07 1.9598675685580303e-07 6.7225634921936326e+00 4.3970810540528571e-01 -1.2706723941178321e+01 1.8989684108319452e+01 6.2955108405170268e+00 -1.2447391133463418e-02 4.0997691864234853e-01 1.9475350619290722e+01 2.8449153493091983e-01 7.0507944439888774e+00 7.7042799145825414e-01 2.0166115909252607e+01
1.6525000000000000e-10 -1.4906852748148979e-06 -6.2120939966125848e-07 1.7946189230974031e-07 2.7996948844124094e-07 6.7224757368130401e+00 4.3967251733074958e-01 -1.2706815818872229e+01 1.8989720785819344e+01 6.2955546624299776e+00 -1.2539942247365534e-02 4.0962767693564456e-01 1.9475297587618027e+01 2.8428485534511444e-01 7.0511632410186627e+00 7.7101624072866093e-01 2.0166196298771364e+01
1.6550000000000000e-10 -1.4897355231634326e-06 -6.2310894342706877e-07 2.9178909468408429e-07 4.0471419484735519e-07 6.7225146981384309e+00 4.3975523557346341e-01 -1.2706748626611594e+01 1.8989621279708388e+01 6.2957988335022401e+00 -1.2816909634677935e-02 4.0972830488746331e-01 1.9475605175149241e+01 2.8448591274999468e-01 7.0512566436606496e+00 7.7130751222780980e-01 2.0166197308324865e+01
1.6575000000000000e-10 -1.7856324793871846e-06 -5.7694626879740968e-07 4.5563585650444944e-07 5.2581334958090001e-07 6.7227242657077264e+00 4.3999654067540095e-01 -1.2706662954683985e+01 1.8989523398308989e+01 6.2960977827885234e+00 -1.3128671171289991e-02 4.1015301721518693e-01 1.9476030335266319e+01 2.8497286817135642e-01 7.0509980257013272e+00 7.7122004907940434e-01 2.0166342738517933e+01
1.6600000000000000e-10 -1.7514753872466232e-06 -4.9934148095991051e-07 6.3051413086578059e-07 5.7891104584502751e-07 6.7230810232694624e+00 4.4037072488882328e-01 -1.2706677593589109e+01 1.8989533574014498e+01 6.2962855692327304e+00 -1.3313990683368325e-02 4.1062457114521028e-01 1.9476325186178212e+01 2.8550253705976153e-01 7.0504597106162521e+00 7.7085614679843795e-01 2.0166773208378121e+01
1.6624999999999999e-10 -1.4312136499164867e-06 -4.0974859698075337e-07 8.0241662068949147e-07 5.6041958783579787e-07 6.7234255253627637e+00 4.4072296223849394e-01 -1.2706779081349108e+01 1.8989627192260826e+01 6.2962746044590503e+00 -1.3295221816004590e-02 4.1090615927892349e-01 1.9476470270025544e+01 2.8582204161965974e-01 7.0498283563209867e+00 7.7043919498180746e-01 2.0167533514622292e+01
1.6649999999999999e-10 -1.3948272458586096e-06 -3.2201020663593631e-07 1.0195790391553116e-06 5.1689815251286823e-07 6.7235597170571308e+00 4.4086746370152591e-01 -1.2706887231285128e+01 1.8989720261780398e+01 6.2960975031766422e+00 -1.3115132960183103e-02 4.1092349917452231e-01 1.9476628362672461e+01 2.8578489934500761e-01 7.0493255369132486e+00 7.7020276286610845e-01 2.0168631978706053e+01
1.6674999999999999e-10 -1.6066758650273069e-06 -2.4460944113986023e-07 1.3961035512951464e-06 4.8673748892511623e-07 6.7234246347846289e+00 4.4075814993024609e-01 -1.2706999837032138e+01 1.8989811812296590e+01 6.2958731661519405e+00 -1.2899112449929293e-02 4.1075600511942650e-01 1.9476930893621951e+01 2.8541789027495512e-01 7.0491094210980521e+00 7.7028631549461191e-01 2.0170093558225673e+01
1.6699999999999999e-10 -1.6638220200119320e-06 -1.8253984185764132e-07 1.8549043081013941e-06 4.8660271585667899e-07 6.7231691071219473e+00 4.4054779728566673e-01 -1.2707227585001666e+01 1.8990013167810531e+01 6.2957297311686045e+00 -1.2776581389941784e-02 4.1054226527967497e-01 1.9477373813449613e+01 2.8490456726877450e-01 7.0492155948298905e+00 7.7068559506526557e-01 2.0171971045767400e+01
1.6724999999999999e-10 -1.5103620504441074e-06 -1.3900718074356050e-07 1.9001838680923835e-06 5.2097034432943638e-07 6.7230346332928272e+00 4.4046977119262387e-01 -1.2707672749217485e+01 1.8990424984343409e+01 6.2957375708118199e+00 -1.2814534179088384e-02 4.1039060650003678e-01 1.9477918979436215e+01 2.8449164494332568e-01 7.0495528090115238e+00 7.7127459508081997e-01 2.0174284017961408e+01
1.6749999999999999e-10 -1.3873061687415062e-06 -9.5855089058616585e-08 1.6754066702914989e-06 5.7101595087218036e-07 6.7231727437819560e+00 4.4066159564204854e-01 -1.2708296881936921e+01 1.8991008837487083e+01 6.2958872623589439e+00 -1.2997282344352113e-02 4.1035013494383921e-01 1.9478621322334305e+01 2.8436563127195347e-01 7.0499522317816563e+00 7.7187890538596893e-01 2.0176872374824388e+01
1.6774999999999999e-10 -1.4463588393887220e-06 -5.9826166432964414e-08 2.1824582238456108e-06 6.1272005603036644e-07 6.7235631238624114e+00 4.4109275460487463e-01 -1.2708933249039021e+01 1.8991603776952228e+01 6.2961121085933103e+00 -1.3251284285364930e-02 4.1043098708665648e-01 1.9479580378379922e+01 2.8456414152187104e-01 7.0502556641474010e+00 7.7235715622156342e-01 2.0179340426476944e+01
1.6799999999999999e-10 -1.5292320430747373e-06 1.0427315210121178e-08 2.9551239337331051e-06 6.1270275646889268e-07 6.7240754554629358e+00 4.4163149447618738e-01 -1.2709428386508360e+01 1.8992066310769498e+01 6.2963303276624076e+00 -1.3489677566116661e-02 4.1062751216850107e-01 1.9480760715663624e+01 2.8496750539338483e-01 7.0503923408515767e+00 7.7265221070637602e-01 2.0181311000935274e+01
1.6824999999999999e-10 -1.5022264381552744e-06 7.3872704432772123e-08 2.6185104500096888e-06 5.6996727106341832e-07 6.7245762816087291e+00 4.4214914125794985e-01 -1.2709755312284207e+01 1.8992376627728156e+01 6.2964805210179504e+00 -1.3649480397107474e-02 4.1091543837847383e-01 1.9481916151293149e+01 2.8537158172427712e-01 7.0503937853429939e+00 7.7279578448192732e-01 2.0182787147658480e+01
1.6849999999999999e-10 -1.3376186154672509e-06 1.5263278777965937e-07 1.9000409731554194e-06 5.0604574919451417e-07 6.7249766433488158e+00 4.4256181646002279e-01 -1.2709988856662562e+01 1.8992607924005853e+01 6.2965379541054203e+00 -1.3708246695577055e-02 4.1123489004143970e-01 1.9482746022749314e+01 2.8559818783316693e-01 7.0503495439236747e+00 7.7287411096048730e-01 2.0184119013561322e+01
